,Id,Title,Description,Popularity,Genres,Release Date,Rating,Vote Count,Revenue
1636,440471,Escape Plan 2: Hades,"Ray Breslin manages an elite team of security specialists trained in the art of breaking people out of the world's most impenetrable prisons. When his most trusted operative, Shu Ren, is kidnapped and disappears inside the most elaborate prison ever built, Ray must track him down with the help of some of his former friends.",31.854,['Action'],2018-06-05,5.1,1187,17500000
1637,364,Batman Returns,"While Batman deals with a deformed man calling himself the Penguin, an employee of a corrupt businessman transforms into the Catwoman.",40.943,"['Action', 'Fantasy']",1992-06-19,6.9,5520,280000000
1638,774021,Demonic,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,32.627,"['Drama', 'Horror', 'Science Fiction']",2021-07-29,4.9,163,0
1639,300668,Annihilation,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",29.797,"['Science Fiction', 'Horror']",2018-02-22,6.4,7464,43070915
1640,1265,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",35.784,"['Adventure', 'Drama', 'Family']",2007-02-15,7.3,4041,137587063
1641,13459,Barbie in 'A Christmas Carol',"On Christmas Eve, Kelly is reluctant to go to a Christmas Eve ball, so Barbie tells her the story of Eden Starling, a glamourous singing diva in the Victorian England and the owner of a theatre house. However, Eden is self-centred and loves only herself. She is frequently accompanied by her snooty cat, Chuzzlewit. She does not believe in Christmas and orders all her employees to work on Christmas.",42.332,"['Animation', 'Family']",2008-11-03,7.1,439,4496912
1642,785084,The Whale,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,35.814,['Drama'],2022-12-09,0.0,0,0
1643,11397,Not Another Teen Movie,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",29.779,['Comedy'],2001-12-07,5.8,1696,66468332
1644,122906,About Time,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",32.779,"['Drama', 'Romance', 'Fantasy']",2013-09-04,7.9,7228,87100449
1645,28510,Universal Soldier: Regeneration,"When terrorists threaten nuclear catastrophe at Chernobyl, the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed, Deveraux must take on his nemesis from the original Universal Soldier and a next-generation ""UniSol"" that seems almost unstoppable.",33.575,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",2009-10-01,5.6,359,875386
1646,1043654,Christmas Mouse,Christmas Mouse must travel the Multiverse to restore Christmas,26.871,"['Comedy', 'Science Fiction', 'Adventure']",2022-12-01,0.0,0,0
1647,567604,Once Upon a Deadpool,"A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2 as a Princess Bride-esque story that's full of magic, wonder & zero F's.",31.73,"['Comedy', 'Action', 'Adventure']",2018-12-11,7.1,601,0
1648,553301,Your Name,"Two teenagers discover they are magically and intermittently swapping bodies. When a disaster threatens to upend their lives, they must journey to meet and save their worlds.",32.567,"['Drama', 'Fantasy', 'Romance']",,0.0,0,0
1649,194662,Birdman or (The Unexpected Virtue of Ignorance),"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",37.406,"['Drama', 'Comedy']",2014-10-17,7.5,11595,103215094
1650,433,Mary Poppins,A magical nanny employs music and adventure to help two neglected children become closer to their father.,37.814,"['Comedy', 'Family', 'Fantasy']",1964-12-17,7.6,4098,103082380
